filename,doi
Abstract03414.txt,10.1016/j.molstruc.2015.06.021
Abstract03415.txt,10.1063/1.4932388
Abstract03417.txt,10.1021/acsnano.5b03476
Abstract03418.txt,10.1002/anie.201504416
Abstract03419.txt,10.1016/j.jssc.2015.05.018
Abstract03420.txt,10.1016/j.matchemphys.2015.08.026
Abstract03421.txt,10.1016/j.optmat.2015.06.025
Abstract03422.txt,10.1002/adfm.201501058
Abstract03423.txt,10.1016/j.jallcom.2015.03.108
Abstract03424.txt,10.1080/00914037.2014.936592
Abstract03425.txt,10.1021/cg501681g
Abstract03426.txt,10.1016/j.solidstatesciences.2015.05.009
Abstract03427.txt,10.1016/j.materresbull.2015.03.018
Abstract03428.txt,10.1016/j.jallcom.2015.02.097
Abstract03429.txt,10.1021/acs.jpcc.5b02915
Abstract03430.txt,10.1557/mrs.2015.100
Abstract03431.txt,10.1021/acs.cgd.5b00250
Abstract03432.txt,10.1016/j.optmat.2015.02.014
Abstract03433.txt,10.1016/j.jssc.2014.12.013
Abstract03434.txt,10.1016/j.jcrysgro.2015.01.031
Abstract03435.txt,10.1002/anie.201412209
Abstract03436.txt,10.1021/acsami.5b00656
Abstract03437.txt,10.1002/cphc.201402589
Abstract03438.txt,10.6023/A14100711
Abstract03439.txt,10.1002/chem.201406023
Abstract03441.txt,10.1063/1.4907037
Abstract03442.txt,10.1364/OME.5.000254
Abstract03443.txt,10.1016/j.poly.2014.08.044
Abstract03444.txt,10.1016/j.poly.2014.08.053
Abstract03445.txt,10.1039/c4ce01512f
Abstract03446.txt,10.1039/c5nj00238a
Abstract03447.txt,10.1039/c5ra01510c
Abstract03448.txt,10.1002/asia.201402682
Abstract03449.txt,10.1039/c5tc00676g
Abstract03451.txt,10.1039/c5ra10982e
Abstract03452.txt,10.1039/c5ra02530c
Abstract03453.txt,10.1039/c4ra12113a
Abstract03454.txt,10.1039/c4sm02551b
Abstract03455.txt,10.1039/c5ra09750a
Abstract03456.txt,10.1039/c5ra07731a
Abstract03457.txt,10.1039/c5ra20142j
Abstract03458.txt,10.1002/smll.201400259
Abstract03459.txt,10.1002/chem.201403458
Abstract03460.txt,10.1021/am5039196
Abstract03461.txt,10.1021/cg501068e
Abstract03462.txt,10.1166/jnn.2014.8739
Abstract03463.txt,10.1107/S2053230X14008814
Abstract03464.txt,10.1016/j.solidstatesciences.2014.03.010
Abstract03465.txt,10.1016/j.poly.2014.02.037
Abstract03466.txt,10.1002/chem.201402251
Abstract03467.txt,10.1016/j.jcrysgro.2014.02.034
Abstract03468.txt,10.1007/s00339-013-7902-1
Abstract03469.txt,10.1002/jbm.b.33002
Abstract03470.txt,10.1016/j.matchemphys.2013.10.017
Abstract03471.txt,10.1016/j.molstruc.2013.10.049
Abstract03472.txt,10.1039/c4ce00520a
Abstract03473.txt,10.1515/zkri-2014-1735
Abstract03474.txt,10.1039/c4cp03014a
Abstract03475.txt,10.5755/j01.ms.20.1.4797
Abstract03476.txt,10.1039/c4ce00831f
Abstract03477.txt,10.1039/c4ra06736c
Abstract03478.txt,10.1039/c4ce01591f
Abstract03479.txt,10.1039/c4ce00996g
Abstract03480.txt,10.1039/c4ra03938f
Abstract03481.txt,10.1039/c3nj01388j
Abstract03482.txt,10.1016/j.jssc.2013.10.030
Abstract03483.txt,10.1039/c3ce41976b
Abstract03484.txt,10.1002/smll.201301338
Abstract03485.txt,10.1016/j.jssc.2013.10.003
Abstract03486.txt,10.1002/chem.201302292
Abstract03487.txt,10.1002/pssa.201329363
Abstract03488.txt,10.1016/j.materresbull.2013.07.017
Abstract03489.txt,10.1016/j.colsurfa.2013.05.038
Abstract03490.txt,10.1107/S2052519213021283
Abstract03491.txt,10.1007/s11665-013-0590-3
Abstract03492.txt,10.1007/s10934-013-9715-1
Abstract03493.txt,10.1016/j.molliq.2012.09.020
Abstract03494.txt,10.1021/la4007845
Abstract03495.txt,10.1016/j.poly.2013.04.056
Abstract03496.txt,10.1021/jp405145b
Abstract03497.txt,10.1107/S0108767313009549
Abstract03498.txt,10.1007/s10971-013-3022-9
Abstract03499.txt,10.1021/jp400279f
Abstract03500.txt,10.1016/j.matchemphys.2013.02.070
Abstract03501.txt,10.1016/j.micromeso.2012.12.042
Abstract03502.txt,10.1016/j.poly.2012.10.021
Abstract03503.txt,10.1021/la304618f
Abstract03504.txt,10.2109/jcersj2.121.135
Abstract03505.txt,10.1016/j.jssc.2012.10.025
Abstract03506.txt,10.1002/jcc.23115
Abstract03507.txt,10.1039/c3ra22836c
Abstract03508.txt,10.1039/c3ra43421d
Abstract03509.txt,10.1039/c2nj40538e
Abstract03510.txt,10.1039/c3ra40881g
Abstract03511.txt,10.1039/c3ra44348e
Abstract03512.txt,10.1039/c3tc30972j
Abstract03513.txt,10.1016/j.molstruc.2012.04.002
Abstract03514.txt,10.1016/j.jcis.2012.07.086
Abstract03515.txt,10.1016/j.matchemphys.2012.10.008
Abstract03516.txt,10.1007/s11706-012-0182-4
Abstract03517.txt,10.1107/S0021889812040411
Abstract03518.txt,10.1039/c2jm34923j
Abstract03519.txt,10.1021/cg301042y
Abstract03520.txt,10.1179/1743676112Y.0000000018
Abstract03521.txt,10.1515/ntrev-2012-0018
Abstract03522.txt,10.1007/s10971-011-2673-7
Abstract03523.txt,10.1016/j.vibspec.2012.02.001
Abstract03524.txt,10.3390/cryst2020362
Abstract03525.txt,10.1021/cg3003004
Abstract03526.txt,10.1007/s10973-012-2385-4
Abstract03527.txt,10.1021/cg300239c
Abstract03528.txt,10.1021/jz300051d
Abstract03529.txt,10.1016/j.matchemphys.2012.01.084
Abstract03530.txt,10.3390/ijms13033949
Abstract03531.txt,10.1016/j.matchemphys.2011.11.075
Abstract03532.txt,10.1103/PhysRevB.85.075205
Abstract03533.txt,10.1002/adfm.201102393
Abstract03534.txt,10.1016/j.materresbull.2011.11.014
Abstract03535.txt,10.1107/S0108768111046751
Abstract03536.txt,10.1007/s11426-011-4401-0
Abstract03537.txt,10.1021/jp2085445
Abstract03538.txt,10.1039/c1ce06027a
Abstract03539.txt,10.1016/j.jcrysgro.2011.09.044
Abstract03540.txt,10.1039/c2jm30875d
Abstract03541.txt,10.1039/c2cc17517g
Abstract03542.txt,10.1039/c2ce25937k
Abstract03543.txt,10.1039/c2jm16779d
Abstract03544.txt,10.1007/s11426-011-4441-5
Abstract03545.txt,10.1016/j.jallcom.2011.07.052
Abstract03546.txt,10.1016/j.matchemphys.2011.04.009
Abstract03547.txt,10.1021/la1051063
Abstract03548.txt,10.1002/crat.201000690
Abstract03549.txt,10.3390/cryst1020022
Abstract03550.txt,10.1016/j.molstruc.2011.03.053
Abstract03551.txt,10.1016/j.matchemphys.2011.01.031
Abstract03552.txt,10.1016/j.solidstatesciences.2011.01.007
Abstract03553.txt,10.1021/cg101456w
Abstract03554.txt,10.1155/2011/351203
Abstract03555.txt,10.1016/j.molstruc.2010.11.059
Abstract03556.txt,10.1016/j.poly.2010.10.019
Abstract03557.txt,10.1107/S0108768110051050
Abstract03558.txt,10.1149/1.3556095
Abstract03559.txt,10.1149/1.3603971
Abstract03560.txt,10.1039/c1jm12073e
Abstract03561.txt,10.1039/c0ce00754d
Abstract03563.txt,10.1071/CH10476
Abstract03564.txt,10.1002/mrc.2624
Abstract03565.txt,10.1016/j.materresbull.2010.07.026
Abstract03566.txt,10.1016/j.poly.2010.08.011
Abstract03567.txt,10.1016/j.solmat.2010.05.046
Abstract03568.txt,10.1002/crat.201000307
Abstract03569.txt,10.1002/chem.200902454
Abstract03570.txt,10.1016/j.solidstatesciences.2010.07.004
Abstract03571.txt,10.1016/j.jcrysgro.2010.05.015
Abstract03573.txt,10.1007/s10854-009-9973-5
Abstract03574.txt,10.1007/s10856-010-4086-5
Abstract03575.txt,10.1016/j.matchemphys.2009.12.037
Abstract03576.txt,10.1016/j.colsurfa.2010.01.062
Abstract03577.txt,10.1016/j.molstruc.2009.12.008
Abstract03578.txt,10.1016/j.materresbull.2009.10.008
Abstract03579.txt,10.1016/j.jpcs.2009.12.045
Abstract03580.txt,10.1021/la904450e
Abstract03581.txt,10.1016/j.molstruc.2009.11.002
Abstract03582.txt,10.1071/CH09378
Abstract03583.txt,10.1039/b926096j
Abstract03584.txt,10.3390/ma3010158
Abstract03585.txt,10.1039/c0jm00786b
Abstract03586.txt,10.1039/c003839c
Abstract03587.txt,10.1039/c0nr00542h
Abstract03588.txt,10.1039/b9nj00456d
Abstract03589.txt,10.1021/la902739q
Abstract03590.txt,10.1016/j.orgel.2009.09.004
Abstract03591.txt,10.1021/cg9009493
Abstract03592.txt,10.1021/jp906981q
Abstract03593.txt,10.1139/V09-100
Abstract03594.txt,10.1016/j.matchemphys.2009.05.057
Abstract03595.txt,10.1021/cg900379n
Abstract03596.txt,10.1016/j.jcis.2009.03.042
Abstract03597.txt,10.1016/j.poly.2009.03.024
Abstract03598.txt,10.1016/j.materresbull.2009.02.008
Abstract03599.txt,10.1002/pssa.200925023
Abstract03600.txt,10.1177/0885328209102756
Abstract03601.txt,10.1016/j.materresbull.2009.01.011
Abstract03602.txt,10.1016/j.molstruc.2009.03.015
Abstract03603.txt,10.1016/j.jallcom.2008.12.148
Abstract03604.txt,10.1016/j.poly.2008.10.036
Abstract03605.txt,10.1246/bcsj.82.613
Abstract03606.txt,10.1016/j.materresbull.2008.09.038
Abstract03607.txt,10.1016/j.jallcom.2008.07.120
Abstract03608.txt,10.1016/j.msec.2008.10.014
Abstract03609.txt,10.1103/PhysRevB.79.174208
Abstract03610.txt,10.1002/pssa.200881156
Abstract03611.txt,10.1016/j.materresbull.2008.08.006
Abstract03612.txt,10.1016/j.solidstatesciences.2008.12.008
Abstract03613.txt,10.1111/j.1551-2916.2009.02989.x
Abstract03614.txt,10.1246/bcsj.82.152
Abstract03615.txt,10.1016/j.materresbull.2008.04.021
Abstract03616.txt,10.1021/cg701151m
Abstract03618.txt,10.1016/j.poly.2008.10.030
Abstract03619.txt,10.1016/j.materresbull.2008.03.022
Abstract03620.txt,10.1039/b907224a
Abstract03621.txt,10.1039/b814303j
Abstract03622.txt,10.1016/j.jcrysgro.2008.11.058
Abstract03623.txt,10.1039/b820391a
Abstract03624.txt,10.1016/j.jpcs.2008.10.003
Abstract03625.txt,10.1080/10610270802406561
Abstract03626.txt,10.1002/asia.200800435
Abstract03627.txt,10.1039/b907668a
Abstract03628.txt,10.1039/b818753n
Abstract03629.txt,10.1016/j.molstruc.2008.06.016
Abstract03630.txt,10.1016/j.matchemphys.2008.06.014
Abstract03632.txt,10.3390/ma1010003
Abstract03633.txt,10.1016/j.jssc.2008.06.059
Abstract03634.txt,10.1016/j.matlet.2008.07.023
Abstract03635.txt,10.1021/cm802049d
Abstract03636.txt,10.1007/s10856-008-3488-0
Abstract03637.txt,10.1016/j.solidstatesciences.2008.02.023
Abstract03638.txt,10.1016/j.jpcs.2008.06.147
Abstract03639.txt,10.1016/j.molstruc.2007.12.043
Abstract03640.txt,10.1016/j.molstruc.2007.11.035
Abstract03641.txt,10.1016/j.materresbull.2007.10.030
Abstract03642.txt,10.1103/PhysRevB.78.153102
Abstract03643.txt,10.1016/j.ssi.2008.01.034
Abstract03644.txt,10.1007/s10870-008-9377-z
Abstract03645.txt,10.1016/j.matlet.2008.04.043
Abstract03646.txt,10.1021/jp802712r
Abstract03647.txt,10.1016/j.jpcs.2008.01.009
Abstract03648.txt,10.1002/adma.200702844
Abstract03649.txt,10.1002/crat.200711094
Abstract03650.txt,10.1016/j.crci.2007.09.013
Abstract03651.txt,10.1021/la703919w
Abstract03652.txt,10.1016/j.molstruc.2007.08.016
Abstract03653.txt,10.1007/s10870-007-9304-8
Abstract03654.txt,10.1021/cg800033v
Abstract03655.txt,10.1007/s12039-008-0053-9
Abstract03656.txt,10.1016/j.jpcs.2007.10.099
Abstract03657.txt,10.1016/j.jnoncrysol.2007.11.008
Abstract03658.txt,10.1016/j.msec.2007.04.010
Abstract03659.txt,10.1016/j.jssc.2008.01.043
Abstract03660.txt,10.1016/j.jcrysgro.2007.11.168
Abstract03661.txt,10.1016/j.materresbull.2007.04.021
Abstract03662.txt,10.1016/j.matchemphys.2007.09.008
Abstract03663.txt,10.1016/j.solidstatesciences.2007.09.002
Abstract03664.txt,10.1016/j.jcrysgro.2007.12.030
Abstract03665.txt,10.1016/j.poly.2007.09.007
Abstract03666.txt,10.1080/00268970802304593
Abstract03667.txt,10.1039/b715739h
Abstract03668.txt,10.1080/17458080701883715
Abstract03669.txt,10.1039/b809216h
Abstract03670.txt,No DOI
Abstract03671.txt,10.1016/j.jssc.2007.11.011
Abstract03672.txt,10.1021/cm071462f
Abstract03673.txt,10.1016/j.solidstatesciences.2007.07.017
Abstract03674.txt,10.1016/j.jpcs.2007.05.017
Abstract03675.txt,10.1039/b707055a
Abstract03676.txt,10.1016/j.jpcs.2007.05.015
Abstract03677.txt,10.1021/cg070103u
Abstract03678.txt,10.1016/j.jcis.2007.03.069
Abstract03679.txt,10.1016/j.matlet.2007.02.038
Abstract03680.txt,10.1021/jp073380k
Abstract03681.txt,10.1021/ja073335q
Abstract03682.txt,10.1016/j.susc.2006.11.072
Abstract03683.txt,10.1016/j.jpcs.2007.02.041
Abstract03684.txt,10.1107/s1600536807023355
Abstract03685.txt,10.1007/s00396-007-1664-2
Abstract03686.txt,10.1088/0957-4484/18/19/195601
Abstract03687.txt,10.1016/j.materresbull.2006.08.008
Abstract03688.txt,10.1016/j.materresbull.2006.08.025
Abstract03689.txt,10.1016/j.materresbull.2006.05.027
Abstract03690.txt,10.1016/j.jcrysgro.2006.11.225
Abstract03691.txt,10.1107/S160053680605392X
Abstract03692.txt,10.1016/j.materresbull.2006.05.016
Abstract03693.txt,10.1016/j.jssc.2006.09.012
Abstract03694.txt,10.1016/j.jpcs.2006.09.011
Abstract03695.txt,10.1039/b610806g
Abstract03696.txt,10.1016/j.jpcs.2006.08.005
Abstract03697.txt,10.1016/j.jssc.2006.07.030
Abstract03698.txt,10.1021/jp064181o
Abstract03699.txt,10.1016/j.materresbull.2006.03.023
Abstract03700.txt,10.1016/j.poly.2006.04.016
Abstract03701.txt,10.1016/j.jcrysgro.2006.08.035
Abstract03702.txt,10.1016/S1005-9040(06)60215-8
Abstract03703.txt,10.1134/S1063774506050117
Abstract03704.txt,10.1016/j.solidstatesciences.2006.02.055
Abstract03705.txt,10.1016/j.msec.2005.08.010
Abstract03706.txt,10.1088/0957-4484/17/15/037
Abstract03707.txt,10.1039/b605030a
Abstract03708.txt,10.1016/j.poly.2006.01.014
Abstract03709.txt,10.1016/j.materresbull.2005.11.004
Abstract03710.txt,10.1039/b602907h
Abstract03711.txt,10.1557/JMR.2006.0190
Abstract03712.txt,10.1016/j.jssc.2006.01.066
Abstract03713.txt,No DOI
Abstract03714.txt,10.1016/j.molstruc.2005.11.002
Abstract03715.txt,10.1016/j.molstruc.2005.09.003
Abstract03716.txt,10.1016/j.cap.2005.07.044
Abstract03717.txt,10.1016/j.solidstatesciences.2005.10.017
Abstract03719.txt,10.1007/2882_012
Abstract03720.txt,10.1039/b605769a
Abstract03721.txt,10.1071/CH06183
Abstract03722.txt,10.1039/b507817b
Abstract03723.txt,10.1002/jccs.200500153
Abstract03724.txt,10.1016/j.crci.2005.02.036
Abstract03725.txt,10.1016/j.jssc.2005.09.001
Abstract03726.txt,10.1002/chem.200500284
Abstract03727.txt,10.1007/s11224-005-5179-5
Abstract03728.txt,10.1016/j.jpcs.2005.06.009
Abstract03729.txt,10.1002/chem.200500180
Abstract03730.txt,10.1016/j.molstruc.2005.04.009
Abstract03731.txt,10.1088/0957-4484/16/8/009
Abstract03732.txt,10.1016/j.jssc.2005.05.005
Abstract03733.txt,10.1016/j.jallcom.2004.11.028
Abstract03734.txt,10.1080/02678290500117464
Abstract03735.txt,10.1016/j.jcrysgro.2005.01.049
Abstract03736.txt,10.1016/j.molstruc.2004.11.029
Abstract03737.txt,No DOI
Abstract03738.txt,10.1016/j.jssc.2004.11.027
Abstract03739.txt,10.1016/j.tsf.2004.08.068
Abstract03740.txt,10.1016/j.jcrysgro.2004.11.210
Abstract03741.txt,No DOI
Abstract03742.txt,10.1524/zkri.220.4.364.61625
Abstract03743.txt,10.1016/j.jpcs.2004.07.006
Abstract03744.txt,10.1246/cl.2004.1572
Abstract03745.txt,10.1016/j.jssc.2004.09.010
Abstract03746.txt,10.1007/s10870-004-7725-1
Abstract03747.txt,10.1016/j.molstruc.2004.07.011
Abstract03748.txt,10.1021/jp047470q
Abstract03749.txt,10.1016/j.micromeso.2004.07.022
Abstract03750.txt,10.1016/j.jssc.2004.04.058
Abstract03751.txt,10.1016/j.jallcom.2003.11.042
Abstract03752.txt,10.1179/096797804225012828
Abstract03753.txt,10.1107/S1600536804010827
Abstract03754.txt,10.1021/cm0348444
Abstract03755.txt,10.1016/j.jallcom.2003.09.011
Abstract03756.txt,10.1107/S0108270104007553
Abstract03757.txt,10.1016/j.molstruc.2004.01.014
Abstract03758.txt,10.1016/j.materresbull.2003.12.016
Abstract03759.txt,10.1016/j.molstruc.2003.12.001
Abstract03760.txt,10.1107/S0907444903029585
Abstract03761.txt,10.1002/pssa.200304003
Abstract03762.txt,10.1016/j.jpcs.2003.10.028
Abstract03763.txt,10.1016/j.jpcs.2003.10.034
Abstract03764.txt,10.1246/cl.2004.42
Abstract03765.txt,10.1039/b411304g
Abstract03766.txt,10.1080/15421400490425711
Abstract03767.txt,10.1007/b98011
Abstract03768.txt,10.1080/15421400490435783
Abstract03769.txt,10.1016/j.jpcs.2003.08.020
Abstract03770.txt,10.1016/S0022-4596(03)00349-9
Abstract03771.txt,10.1016/S0022-4596(03)00138-5
Abstract03772.txt,No DOI
Abstract03773.txt,10.1016/S0022-4596(03)00166-X
Abstract03774.txt,10.1016/j.materresbull.2003.07.006
Abstract03775.txt,10.1016/S1387-1811(03)00475-X
Abstract03776.txt,10.1021/jp022581f
Abstract03777.txt,10.1039/b307400e
Abstract03778.txt,10.1016/S0022-2860(03)00350-8
Abstract03779.txt,10.1016/S0022-4596(03)00078-1
Abstract03780.txt,10.1016/S0022-2860(03)00052-8
Abstract03781.txt,10.1016/S1631-0748(03)00044-4
Abstract03782.txt,10.1016/S1631-0748(03)00047-X
Abstract03783.txt,10.1016/S1359-0286(03)00020-2
Abstract03784.txt,No DOI
Abstract03785.txt,10.1016/S0025-5408(02)01005-X
Abstract03786.txt,10.1023/A:1020729917721
Abstract03787.txt,10.1023/A:1020788424622
Abstract03788.txt,10.1039/b207243b
Abstract03789.txt,10.1007/BF02709184
Abstract03790.txt,10.1016/S0167-2738(02)00490-3
Abstract03791.txt,10.1021/jp0265891
Abstract03792.txt,10.1016/S0925-8388(02)00138-X
Abstract03793.txt,10.1002/jbm.10165
Abstract03794.txt,10.1016/S1293-2558(02)01372-9
Abstract03795.txt,10.1021/jp0255841
Abstract03796.txt,10.1246/cl.2002.680
Abstract03797.txt,10.1016/S0025-5408(02)00770-5
Abstract03798.txt,10.1016/S0022-3697(02)00032-X
Abstract03799.txt,10.1016/S1293-2558(02)01317-1
Abstract03800.txt,10.1139/V02-065
Abstract03801.txt,10.1016/S1293-2558(02)01268-2
Abstract03802.txt,10.1107/S1600536802000557
Abstract03803.txt,10.1016/S0025-5408(01)00749-8
Abstract03804.txt,10.1002/1439-2054(20020101)287:1<11::AID-MAME11>3.0.CO;2-2
Abstract03805.txt,No DOI
Abstract03806.txt,10.1016/S0022-3697(01)00080-4
Abstract03807.txt,10.1016/S1293-2558(01)01222-5
Abstract03808.txt,No DOI
Abstract03809.txt,10.1016/S0039-6028(01)01634-X
Abstract03810.txt,10.1117/12.475913
Abstract03811.txt,No DOI
Abstract03812.txt,10.1006/jssc.2001.9212
Abstract03813.txt,10.1016/S0167-577X(01)00328-7
Abstract03814.txt,10.1016/S0022-0248(01)01643-8
Abstract03815.txt,10.1021/cg010011j
Abstract03816.txt,10.1006/jssc.2001.9307
Abstract03817.txt,10.1007/BF02880679
Abstract03818.txt,10.1039/b105448c
Abstract03819.txt,10.1016/S0025-5408(01)00684-5
Abstract03820.txt,10.1016/S0925-8388(01)01416-5
Abstract03821.txt,10.1016/S0022-3697(01)00062-2
Abstract03822.txt,10.1016/S0022-3697(01)00065-8
Abstract03823.txt,10.1021/cm001136z
Abstract03824.txt,10.1016/S1293-2558(01)01171-2
Abstract03825.txt,10.1016/S0022-0248(01)00914-9
Abstract03826.txt,10.1016/S0039-6028(01)00808-1
Abstract03827.txt,10.1016/S0040-6090(00)01075-0
Abstract03828.txt,10.1002/1521-4079(200101)36:1<85::AID-CRAT85>3.0.CO;2-0
Abstract03829.txt,10.1080/10587250108023662
Abstract03830.txt,10.1002/1099-1395(200101)14:1<35::AID-POC309>3.0.CO;2-W
Abstract03831.txt,10.1016/S0022-3697(00)00066-4
Abstract03832.txt,10.1016/S0022-3697(00)00011-1
Abstract03833.txt,10.1107/S090744490000593X
Abstract03834.txt,No DOI
Abstract03835.txt,10.1016/S0025-5408(00)00302-0
Abstract03836.txt,10.1016/S1387-1811(99)00182-1
Abstract03837.txt,No DOI
Abstract03838.txt,10.1080/00150190008225004
Abstract03839.txt,No DOI
Abstract03840.txt,10.1016/S0022-3697(99)00012-8
Abstract03841.txt,10.1002/(SICI)1521-3765(19991105)5:11<3136::AID-CHEM3136>3.0.CO;2-#
Abstract03842.txt,10.1016/S0022-3697(99)00026-8
Abstract03843.txt,10.1016/S1466-6049(99)00041-0
Abstract03844.txt,10.1016/S0022-3697(99)00161-4
Abstract03845.txt,10.1107/S0108767398016766
Abstract03846.txt,10.1016/S0022-0248(99)00057-3
Abstract03847.txt,10.1021/jp984324+
Abstract03848.txt,10.1107/S0108768198010805
Abstract03849.txt,10.1016/S0022-3697(98)00281-9
Abstract03850.txt,10.1039/a808016j
Abstract03851.txt,No DOI
Abstract03852.txt,10.1023/A:1019023702312
Abstract03853.txt,10.1107/S0108768198003759
Abstract03854.txt,10.1016/S0926-2040(98)00048-4
Abstract03855.txt,No DOI
Abstract03857.txt,10.1016/S0040-6090(98)00663-4
Abstract03858.txt,10.1016/S0925-8388(98)00297-7
Abstract03859.txt,10.1107/S0108768197013426
Abstract03860.txt,10.1107/S0108768197012809
Abstract03861.txt,10.1016/S1387-1609(98)80047-9
Abstract03862.txt,10.1021/jp9731462
Abstract03863.txt,10.1039/a801104d
Abstract03864.txt,10.1016/S0022-0248(97)00458-2
Abstract03865.txt,10.1016/S0277-5387(97)00517-2
Abstract03866.txt,10.1016/S0022-3093(97)00243-3
Abstract03867.txt,10.1016/S0025-5408(97)00011-1
Abstract03868.txt,10.1016/S0022-3697(96)00097-2
Abstract03869.txt,No DOI
Abstract03870.txt,10.1016/S0277-5387(96)00461-5
Abstract03871.txt,10.1016/S0022-3697(96)00100-X
Abstract03872.txt,No DOI
Abstract03873.txt,10.1016/S0957-4166(96)00439-9
Abstract03874.txt,10.1006/jssc.1996.0350
Abstract03875.txt,10.1039/p29960002415
Abstract03876.txt,10.1016/0022-0248(96)00171-6
Abstract03877.txt,10.1351/pac199668071475
Abstract03878.txt,10.1016/0025-5408(96)00064-5
Abstract03879.txt,10.1016/S1359-0286(96)80037-4
Abstract03880.txt,10.1016/0022-3697(95)00405-X
Abstract03881.txt,10.1016/0025-5408(96)00010-4
Abstract03882.txt,10.1016/0025-5408(95)00005-2
Abstract03883.txt,10.1016/0022-3093(95)00556-0
Abstract03884.txt,10.1016/0025-5408(95)00176-X
Abstract03885.txt,10.1016/0022-3697(95)00112-3
Abstract03886.txt,10.1002/chem.19960020118
Abstract03887.txt,No DOI
Abstract03888.txt,10.1016/0277-5387(94)00476-U
Abstract03889.txt,10.1107/S0907444994010735
Abstract03890.txt,10.1016/0022-3697(94)00171-5
Abstract03891.txt,10.1351/pac199567010033
Abstract03892.txt,10.1524/zkri.1995.210.1.24
Abstract03893.txt,No DOI
Abstract03894.txt,10.1039/jm9940400735
Abstract03897.txt,10.1016/0925-8388(93)90605-M
Abstract03898.txt,10.1007/BF00819515
Abstract03899.txt,10.1016/0304-5102(93)87110-T
Abstract03900.txt,10.1080/00218469308026580
Abstract03901.txt,10.1016/0022-3093(92)90113-X
Abstract03903.txt,10.1107/S0108767392001806
Abstract03904.txt,10.1016/0025-5408(92)90063-6
Abstract03905.txt,10.1039/c39920000248
Abstract03906.txt,10.1246/bcsj.65.180
Abstract03907.txt,10.1524/zkri.1992.199.1-2.49
Abstract03908.txt,10.1080/00150199208223343
Abstract03909.txt,No DOI
Abstract03910.txt,10.1107/S0108270191004298
Abstract03911.txt,10.1002/cber.19911241204
Abstract03912.txt,10.1016/S0109-5641(05)80019-3
Abstract03913.txt,10.1002/jcc.540120804
Abstract03914.txt,10.1016/0022-0248(91)90100-J
Abstract03915.txt,10.1107/S0108768190010904
Abstract03916.txt,10.1002/adfm.202506331
Abstract03917.txt,10.1039/d5ra00862j
Abstract03918.txt,10.1016/j.gee.2024.11.010
Abstract03919.txt,10.1002/anie.202425543
Abstract03920.txt,10.1039/d4cs01072h
Abstract03921.txt,10.1002/adfm.202503125
Abstract03922.txt,10.1016/j.jcis.2025.01.240
Abstract03923.txt,10.1038/s41524-024-01472-7
Abstract03924.txt,10.1002/adfm.202423450
Abstract03925.txt,10.1021/acsaem.4c02500
Abstract03926.txt,10.1002/anie.202416948
Abstract03927.txt,10.1002/anie.202418642
Abstract03928.txt,10.1039/d4ra04755a
Abstract03929.txt,10.1002/anie.202412289
Abstract03930.txt,10.1021/jacs.4c10872
Abstract03931.txt,10.1002/anie.202413701
Abstract03932.txt,10.1039/d4sc05471g
Abstract03933.txt,10.1002/batt.202400432
Abstract03934.txt,10.1039/d4tc03459g
Abstract03935.txt,10.1039/d4dd00166d
Abstract03936.txt,10.1016/j.clay.2024.107573
Abstract03937.txt,10.1016/j.jechem.2024.08.034
Abstract03938.txt,10.1016/j.mtchem.2024.102280
Abstract03939.txt,10.1021/acs.chemmater.4c00856
Abstract03941.txt,10.1002/solr.202400359
Abstract03942.txt,10.1039/d4nr01395f
Abstract03943.txt,10.1021/acs.chemmater.4c00800
Abstract03944.txt,10.1038/s43246-024-00565-6
Abstract03945.txt,10.1038/s41427-024-00552-w
Abstract03946.txt,10.1002/adfm.202407143
Abstract03948.txt,10.1039/d4ee01219d
Abstract03949.txt,10.1021/acs.nanolett.4c01618
Abstract03950.txt,10.1016/j.chempr.2024.01.031
Abstract03951.txt,10.1021/acs.chemmater.4c00743
Abstract03952.txt,10.1002/adfm.202406146
Abstract03953.txt,10.1039/d3ta07457a
Abstract03954.txt,10.1002/adma.202312131
Abstract03955.txt,10.1002/aenm.202401114
Abstract03956.txt,10.1016/j.conbuildmat.2024.136307
Abstract03957.txt,10.1002/advs.202400081
Abstract03958.txt,10.1002/adom.202303285
Abstract03959.txt,10.1107/S2052520624000398
Abstract03960.txt,10.1016/j.mtphys.2024.101402
Abstract03961.txt,10.1021/acsabm.3c01269
Abstract03962.txt,10.1016/j.chempr.2023.11.011
Abstract03963.txt,10.1021/acsomega.3c08499
Abstract03964.txt,10.1002/smll.202312281
Abstract03965.txt,10.1039/d3ta06190f
Abstract03966.txt,10.1039/d3nr06566a
Abstract03967.txt,10.1021/acsami.3c18116
Abstract03968.txt,10.1021/acs.jpcc.3c08236
Abstract03969.txt,10.1002/adfm.202311554
Abstract03970.txt,10.1021/acs.chemmater.3c02836
Abstract03971.txt,10.1039/d3tc04639g
Abstract03972.txt,10.1016/j.jallcom.2024.173584
Abstract03973.txt,10.1039/d3ra08885e
Abstract03974.txt,10.1002/adom.202302462
Abstract03975.txt,10.1002/adom.202302641
Abstract03976.txt,10.1016/j.molstruc.2024.137502
Abstract03977.txt,10.1016/j.jallcom.2023.173337
Abstract03978.txt,10.1039/d3ra07453f
Abstract03979.txt,10.1021/acsami.3c14459
